required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,arrival_day_of_week,arrival_week_number,competitor_price_booking,competitor_price_expedia,competitor_price_hotels,competitor_price_trivago,competitor_min_price,competitor_max_price,competitor_avg_price,competitor_price_std,price_vs_competitors,price_advantage,is_cheapest,competitor_count,price_volatility,price_position_below,price_position_above
0,118,2018,6,6,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,2,23,126.74274379126913,88.27819531558849,106.65500738667785,92.60968435673458,88.27819531558849,126.74274379126913,103.5714077125675,17.324944703819778,0.062069179413619564,-0.24606081498106694,0,4,0.16567573376692382,0,0
0,225,2018,10,31,0,0,0,129.63,1,True,False,False,False,True,False,False,False,False,False,False,True,False,2,4,2,44,157.27278727769274,143.8935017671009,143.06830131212928,106.6612969848828,106.6612969848828,157.27278727769274,137.72397183545144,21.707686128802152,-0.05876952085815446,-0.21534243126982203,0,4,0.1564811462762247,0,0
0,59,2018,3,31,0,0,0,90.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,13,90.72961764235484,86.28954229716801,100.97795426129433,77.03366094602534,77.03366094602534,100.97795426129433,88.75769378671063,9.945986922438117,0.024136569145627496,-0.18000363586108553,0,4,0.11080929670577946,0,0
0,152,2018,12,18,0,0,0,74.8,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,1,51,65.28133159693256,58.9887262087293,81.38009853487782,63.52861621818181,58.9887262087293,81.38009853487782,67.29469313968036,9.75747050359484,0.1115289558530452,-0.2680389085759053,0,4,0.1428730411547246,0,1
0,276,2018,5,13,0,0,0,61.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,2,5,6,19,73.65926497469276,61.77366912067812,60.05161930018927,57.011187882292795,57.011187882292795,73.65926497469276,63.12393531946324,7.294317347654073,-0.03364706760936627,-0.06996542724109941,0,4,0.11375342625673292,0,0
0,37,2018,10,13,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,5,41,99.66995976553699,89.83715305798614,82.98643500832664,98.4475105712519,82.98643500832664,99.66995976553699,92.73526460077541,7.834932035281603,0.024421512236733882,-0.14476540642416985,0,4,0.08358574618262495,0,0
0,54,2018,12,5,0,0,0,79.2,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,2,49,69.58456361705467,86.43634314146853,94.36770983119662,100.63156623079517,69.58456361705467,100.63156623079517,87.75504570512875,13.434253526669785,-0.09748779271194383,-0.13818346890643804,0,4,0.15136326526496827,0,0
0,60,2018,4,30,0,0,0,143.1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,0,18,124.93256208515285,183.4684439546254,138.43058408329918,146.8979700737994,124.93256208515285,183.4684439546254,148.43239004921924,25.04767158070203,-0.03592470651082998,-0.14541795678907463,0,4,0.1676187577034133,0,0
0,15,2018,7,5,0,0,0,151.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,3,27,134.88097668792713,142.88342104450447,172.80223880312968,131.88661764280096,131.88661764280096,172.80223880312968,145.61331354459054,18.71091664030704,0.036993090290194645,-0.14492283370982598,0,4,0.12762085644163793,0,0
0,1,2017,8,10,0,0,0,114.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,3,32,132.86103773694305,150.3037240655865,111.7336548661239,93.24964376255377,93.24964376255377,150.3037240655865,122.0370151078018,24.839741560781608,-0.06585719177662845,-0.22252477757753042,0,4,0.20188836293710213,0,0
0,110,2018,4,20,0,0,0,90.95,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,4,16,104.31911064780881,75.16692058635425,93.95638773141333,102.17881245091513,75.16692058635425,104.31911064780881,93.90530785412288,13.266850084448091,-0.03147114813481895,-0.20997373965205382,0,4,0.13979039091090997,0,0
0,3,2017,11,20,0,0,0,122.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,0,47,111.47830433197565,100.97576540482021,120.5675253159091,113.96566792912525,100.97576540482021,120.5675253159091,111.74681574545755,8.140758485524884,0.09175370399723656,-0.20821069799166061,0,4,0.07220388825795168,0,0
0,1,2018,5,11,0,0,0,141.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,4,19,170.55145289860133,164.26476952738318,124.09266884276968,142.32115253071782,124.09266884276968,170.55145289860133,150.307510949868,21.25732909000667,-0.06192312607034211,-0.1362476229651614,0,4,0.14049090462567823,0,0
0,33,2018,3,5,0,0,0,64.46,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,10,0,10,61.1980407590853,76.33747550227785,62.64838107579678,60.61385834108628,60.61385834108628,76.33747550227785,65.19943891956156,7.474456312903585,-0.011341185320226939,-0.06345317332004687,0,4,0.1129081520159973,0,0
0,39,2017,8,14,0,0,0,101.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,33,120.2544968849749,102.34757021655899,122.16548956858826,105.07121377292242,102.34757021655899,122.16548956858826,112.45969261076114,10.194869741073731,-0.09745440660854535,0.008281292997631539,1,4,0.08985455104350241,0,0
0,0,2017,8,6,0,0,0,81.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,6,31,84.63290812220393,75.69172187606122,72.15680323423885,110.51527746755286,72.15680323423885,110.51527746755286,85.74917767501421,17.325422714753124,-0.05538452733638326,-0.12255527364556247,0,4,0.19971858153697808,0,0
0,103,2018,4,19,0,0,0,115.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,3,16,132.99892530629015,139.00752869562353,121.40106072865291,156.90635200552163,121.40106072865291,156.90635200552163,137.57846668402203,14.813170175097708,-0.16411337637508525,0.05272656342731723,1,4,0.10689373702534734,1,0
0,67,2018,4,9,0,0,0,137.7,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,0,15,137.0718573544058,178.51001545072648,166.38432930385363,167.10673772992143,137.0718573544058,178.51001545072648,162.26823495972684,17.691864605468368,-0.15140507916305623,-0.00458257922317408,0,4,0.10836072681150989,1,0
0,60,2018,6,21,0,0,0,99.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,3,25,97.87049899889334,131.32324753602896,85.6731851507492,93.62209036381489,85.6731851507492,131.32324753602896,102.1222555123716,20.113014790842502,-0.021760736689784278,-0.16605913302064723,0,4,0.19504048559556128,0,0
0,64,2018,5,27,0,0,0,140.4,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,6,21,169.46636833918953,157.6137705433897,122.93427175524234,181.85760009706152,122.93427175524234,181.85760009706152,157.96800268372078,25.366730576988896,-0.11121241254721029,-0.14207371138563624,0,4,0.15957129830370947,1,0
0,0,2018,7,28,0,0,0,108.11,0,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,5,30,90.40580229833738,127.53325398242787,128.25880250096034,87.15717623503166,87.15717623503166,128.25880250096034,108.33875875418931,22.62363922392911,-0.0021115135231366934,-0.24040273756077285,0,4,0.20691326188173217,0,0
0,91,2018,12,9,0,0,0,88.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,6,49,111.61735162498391,107.71315819674071,98.74982073819719,96.66983309724161,96.66983309724161,111.61735162498391,103.68754091429085,7.1348159507927,-0.15129629631450442,0.08968499085459777,1,4,0.06815343916268005,1,0
0,145,2018,5,3,0,0,0,99.45,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,18,111.20127025196605,120.47270582314101,104.59848446612084,130.14342922215323,104.59848446612084,130.14342922215323,116.6039724408453,11.12961395510747,-0.14711310499775404,0.049221405954389466,1,4,0.09463637770149011,1,0
0,184,2018,10,12,0,0,0,98.1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,4,41,99.95824537588803,129.1419638494044,102.86350072796024,102.30112009772205,99.95824537588803,129.1419638494044,108.56620751274367,13.774746772823708,-0.09640391566146528,0.018590216033706797,1,4,0.12572075903258367,0,0
0,63,2018,5,20,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,6,20,121.97955927621152,133.93965202329696,133.1778553300829,103.64144095821355,103.64144095821355,133.93965202329696,123.18462689695123,14.129443072201026,-0.10703143102410569,-0.061351511354903986,0,4,0.11377771488515788,1,0
0,124,2018,8,5,0,0,0,143.7,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,6,31,125.94742204283166,163.50029536802492,123.25909971261652,167.14371312126661,123.25909971261652,167.14371312126661,144.96263256118493,23.581538303788363,-0.008710055404464455,-0.16583684559632708,0,4,0.16155873520507658,0,0
0,72,2018,4,23,0,0,0,118.8,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,0,17,125.50793857688178,116.79900496151683,112.86906055807974,151.42581374496672,112.86906055807974,151.42581374496672,126.65045446036127,17.340719375152936,-0.061985205610283,-0.05254707900105484,0,4,0.13584533990466655,0,0
0,21,2018,8,9,0,0,0,139.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,3,32,176.96700776234667,153.3048746851168,134.44434927619835,165.15931769554157,134.44434927619835,176.96700776234667,157.46888735480084,18.136406971423032,-0.1172859455924629,-0.03388502936960674,0,4,0.11444774601601686,1,0
0,188,2018,6,15,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,4,24,120.66911238323306,163.20123342444964,116.24757692110555,123.0530269471109,116.24757692110555,163.20123342444964,130.79273741897478,21.788859609888043,-0.006061020165327424,-0.11830287945036388,0,4,0.16532670947277103,0,0
0,184,2018,9,22,0,0,0,137.28,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,5,38,158.1805952204266,129.7240036395129,134.83272315650171,119.81239125775541,119.81239125775541,158.1805952204266,135.63742831854915,16.27106136441688,0.012110017874957127,-0.14579133726382346,0,4,0.11908202287358192,0,0
0,60,2018,11,14,0,0,0,93.6,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,2,46,95.4801275578097,74.55730273853925,92.3880885737597,89.7450731198426,74.55730273853925,95.4801275578097,88.04264799748782,9.290707616796242,0.06312113650501229,-0.2554102222318918,0,4,0.10433997444750703,0,0
0,29,2018,3,12,0,0,0,68.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,0,11,76.16889088470319,65.05413067094895,81.92341575240566,60.05769653192564,60.05769653192564,81.92341575240566,70.80103345999586,10.016111374635186,-0.03956204200858889,-0.13224455692955797,0,4,0.13949815054146383,0,0
0,9,2018,4,7,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,5,14,86.85357189383058,123.3598020251977,96.28702285461905,128.81146087300607,86.85357189383058,128.81146087300607,108.82796441166334,20.417831887116176,-0.1270626027640867,-0.09379496926306706,0,4,0.18590740524503316,1,0
1,18,2017,10,16,0,0,0,129.33,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,0,42,134.03940865288988,156.33364985318812,154.6613400959035,131.07027148393988,131.07027148393988,156.33364985318812,144.02616752148035,13.318803898598766,-0.10203817663403783,0.013277392838490464,1,4,0.09183724652053617,1,0
0,60,2017,9,21,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,3,38,82.60477214439233,57.26860981276883,74.73140088632523,88.47593132986125,57.26860981276883,88.47593132986125,75.7701785433369,13.558944502633679,-0.14214271036957993,-0.1350022326804823,0,4,0.17661733709502359,1,0
0,22,2018,11,18,0,0,0,109.1,3,False,False,True,False,False,False,False,False,False,False,False,True,True,3,2,6,46,99.26268096088945,85.80502549458254,122.47893860273832,123.75261754195819,85.80502549458254,123.75261754195819,107.82481565004213,18.498824300898413,0.011826445909229525,-0.2714872977560997,0,4,0.16998718711719915,0,0
0,6,2017,9,15,0,0,0,108.72,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,4,37,120.97977957674976,124.08479790466897,105.70776999804914,130.51595301943198,105.70776999804914,130.51595301943198,120.32207512472496,10.521148839879642,-0.09642515816568438,-0.028495823930506203,0,4,0.08672081176540536,0,0
0,53,2018,11,13,0,0,0,88.4,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,1,46,95.89410685585297,96.59156044121939,89.10557688660442,117.36685090699245,89.10557688660442,117.36685090699245,99.73952377266731,12.227024613213478,-0.11369137673559654,0.007918436884173194,1,4,0.12137266641050888,1,0
0,151,2018,8,5,0,0,0,63.75,0,False,True,False,False,False,False,False,False,False,False,True,False,True,2,3,6,31,68.84513776796608,52.581654693359035,55.23859764702135,87.73929603290942,52.581654693359035,87.73929603290942,66.10117153531397,16.088408141452813,-0.03556928690829441,-0.21240003517902808,0,4,0.23976344635034896,0,0
0,0,2018,6,20,0,0,0,101.52,0,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,2,25,111.9721655280988,132.14229689434262,100.46605898319324,137.09766044054118,100.46605898319324,137.09766044054118,120.41954546154396,17.176362350524354,-0.1569474904518681,-0.010490518165772504,0,4,0.14146291097724836,1,0
0,44,2018,4,23,0,0,0,95.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,0,17,99.84779945017556,105.79279136888444,111.34476716241942,100.6591537414429,99.84779945017556,111.34476716241942,104.41112793073057,5.319324016892597,-0.09013529608620062,0.04855189074642179,1,4,0.05046264205035463,0,0
0,18,2017,10,5,0,0,0,107.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,3,40,88.57333152768192,121.1048822787266,121.88479836456379,128.5919896630236,88.57333152768192,128.5919896630236,115.03875045849898,17.96083720497856,-0.06987863156075409,-0.20803856143267208,0,4,0.15478309731887552,0,0
0,117,2018,5,13,0,0,0,99.45,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,6,19,122.72572883400325,123.4117623789507,114.2774479299034,101.96400759463657,101.96400759463657,123.4117623789507,115.59473668437349,9.991479118532537,-0.13966671102384187,0.02465583350382951,1,4,0.08569408364958928,1,0
0,0,2018,7,6,0,0,0,147.5,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,4,27,177.06051344479152,141.89708934741384,137.46885269575324,171.91984386319308,137.46885269575324,177.06051344479152,157.0865748377879,20.285952323063004,-0.06102733379785815,-0.07297032824190178,0,4,0.1283217904105921,0,0
0,32,2018,7,25,0,0,0,130.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,30,117.46528588569491,141.13008784361688,121.06661937306532,143.92619451357245,117.46528588569491,143.92619451357245,130.8970469039874,13.558801861985216,-0.003033276253196303,-0.11096652101105962,0,4,0.10279837327863114,0,0
0,1,2018,9,17,0,0,0,155.54,2,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,0,38,157.11183460437428,169.71617949110762,170.38419698235103,126.10784179416751,126.10784179416751,170.38419698235103,155.8300132180001,20.734033367269554,-0.0018610870397243752,-0.2333888026873973,0,4,0.13220704979759457,0,0
0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,6,20,117.44525311190412,130.23720009568592,109.09688613797431,130.22327588622815,109.09688613797431,130.23720009568592,121.75065380794814,10.367595416721036,-0.1786491745847874,0.08338355437999871,1,4,0.08446061259227061,1,0
0,5,2018,12,8,0,0,0,111.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,4,2,5,49,141.06198182367476,94.46130078210065,102.37138715138727,111.75307475077871,94.46130078210065,141.06198182367476,112.41193612698534,20.365797715384286,-0.012560375487086665,-0.17508438991381375,0,4,0.17957367108679867,0,0
0,2,2018,11,6,0,0,0,78.2,1,False,False,False,False,True,False,False,False,False,False,True,False,True,2,7,1,45,98.33830183460394,93.04338120592553,87.29225983782041,82.93140802164247,82.93140802164247,98.33830183460394,90.40133772499809,6.719176738110466,-0.1349685528118477,0.05705206428435073,1,4,0.07351289275794466,1,0
0,74,2017,9,18,0,0,0,87.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,2,0,38,107.33235517104049,94.88060377715044,86.05829676169125,86.9969803195101,86.05829676169125,107.33235517104049,93.81705900734808,9.840498340406416,-0.07266332029033379,-0.010942619988360557,0,4,0.10378404944666975,0,0
0,61,2018,9,30,0,0,0,132.3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1,6,39,118.12431864183104,163.58956880168682,155.8648731178568,142.921194691852,118.12431864183104,163.58956880168682,145.1249888133067,19.91798791093939,-0.08837202275209227,-0.12000646032212521,0,4,0.1363078832217203,0,0
0,116,2018,2,28,0,0,0,96.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,2,9,119.10322068135764,118.00837765886675,94.54625709486231,104.43857726362218,94.54625709486231,119.10322068135764,109.02410817467722,11.732304018000894,-0.11946080910664403,-0.015375996362067353,0,4,0.10663393880343364,1,0
0,206,2018,10,24,0,0,0,112.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,2,43,137.70952424521838,88.48084082481454,105.19713433749237,131.26578284165686,88.48084082481454,137.70952424521838,115.66332056229554,22.93396451247682,-0.027349383943994537,-0.27146169669365605,0,4,0.1965824768396731,0,0
0,30,2018,8,30,0,0,0,84.55,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,35,83.99171289499438,77.65795103967766,77.99487375469816,86.06618684353548,77.65795103967766,86.06618684353548,81.42768113322643,4.245979493442781,0.03834468602470753,-0.0887487870598208,0,4,0.0515115727516352,0,0
1,7,2018,6,22,1,0,7,98.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,25,98.14507856169469,86.00885378636173,115.86870389292473,91.3655740492257,86.00885378636173,115.86870389292473,97.8470525725517,13.000272435004243,0.0015631275897134349,-0.1394175795369068,0,4,0.1315190700851936,0,0
0,85,2018,7,17,0,0,0,94.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,1,29,97.48224083739085,97.27109435773701,110.39592894779173,97.35187265139405,97.27109435773701,110.39592894779173,100.62528419857841,6.5143439943783195,-0.06087221762763427,0.02848836415416147,1,4,0.06410160665970807,0,0
0,88,2018,5,2,0,0,0,116.1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,2,18,130.24571574739244,147.3140921397339,116.97900631880056,114.53225143431341,114.53225143431341,147.3140921397339,127.26776641006008,15.041889103753594,-0.08775015642277595,-0.013688271609553763,0,4,0.11726943974112779,0,0
0,94,2018,8,5,0,0,0,134.1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,6,31,126.0519058075283,104.96050858815487,125.92885735204787,151.47323320513448,104.96050858815487,151.47323320513448,127.10362623821638,19.0322673442303,0.055044643247794366,-0.27762338239216205,0,4,0.14856930988697115,0,0
0,9,2018,12,16,0,0,0,78.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,6,50,64.78338964830522,81.40264601888438,74.51190358143536,95.26310322791953,64.78338964830522,95.26310322791953,78.99026061913612,12.812960553363109,-0.012536490085921089,-0.2040123313004283,0,4,0.1601815077759336,0,0
0,213,2018,6,7,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,3,23,115.04552557091507,163.5124991520481,129.0161849753535,158.0566529189649,115.04552557091507,163.5124991520481,141.40771565432038,23.197152584493747,-0.0806725121153023,-0.12998744935861808,0,4,0.16289252641902052,0,0
0,99,2018,2,19,0,0,0,80.5,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,0,8,82.30749205756793,103.05245459408718,69.74590208304237,106.02959402002998,69.74590208304237,106.02959402002998,90.28386068868187,17.28578711629355,-0.1083677704304064,-0.15418967417115573,0,4,0.1893630153882918,1,0
0,193,2018,8,18,0,0,0,99.45,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,5,33,94.44977154354045,112.86990689325027,87.00863646519272,91.40920644722885,87.00863646519272,112.86990689325027,96.43438033730308,11.374858613093982,0.0312712090039781,-0.14298998398606524,0,4,0.11674378770323107,0,0
0,3,2018,1,17,0,0,0,76.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,6,2,3,89.39900225924615,93.70145416758254,91.0381444578537,83.31327564066136,83.31327564066136,93.70145416758254,89.36296913133593,4.4056310369695035,-0.14617877246376412,0.08417956906304265,1,4,0.04875482821471086,1,0
0,102,2017,10,16,0,0,0,80.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1,2,0,42,69.52619459621319,76.39974598878933,90.67707937449637,92.96809756366883,69.52619459621319,92.96809756366883,82.39277938079194,11.283209270285791,-0.02904112955982839,-0.1506454576525504,0,4,0.13530199321890787,0,0
0,20,2018,7,4,1,0,4,84.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,2,27,104.33085631543761,78.49112155407364,96.69861041747777,92.31447163760305,78.49112155407364,104.33085631543761,92.95876498114802,10.84802171594074,-0.0963735370512383,-0.07018473346862819,0,4,0.11545513309074783,0,0
0,128,2018,7,7,0,0,0,103.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,5,27,127.4965270371296,83.47529707732288,106.30467100961502,121.26003807409798,83.47529707732288,127.4965270371296,109.63413329954138,19.575467670059048,-0.055950944426967394,-0.2398877706793701,0,4,0.17693877184411583,0,0
0,15,2018,12,28,0,0,0,98.11,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,7,4,52,121.46294040228946,103.18517304850452,96.64250142108679,127.27090343970309,96.64250142108679,127.27090343970309,112.14037957789596,14.56277038666967,-0.1251144291708951,-0.01518481576257099,0,4,0.12871417296813428,1,0
0,8,2018,11,23,0,0,0,94.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,4,47,109.06073633960784,96.45803295549034,83.09870918072707,80.21443857642707,80.21443857642707,109.06073633960784,92.20797926306308,13.277828601400149,0.019434551665256716,-0.17185885319683764,0,4,0.14245377602196288,0,0
0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,4,23,104.30639842589467,117.7001237965008,126.77898279594751,121.94512598843033,104.30639842589467,126.77898279594751,117.68265775169333,9.658094763697006,0.019691450657038964,-0.1504567486840702,0,4,0.08137747288996153,0,0
0,97,2018,4,16,0,0,0,102.3,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,0,16,104.50387783350907,86.05480230646715,115.0918707669097,111.82531297820037,86.05480230646715,115.0918707669097,104.36896597127156,12.987232061989062,-0.01982357448900152,-0.18877735185165828,0,4,0.12325481172065388,0,0
0,1,2018,5,10,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,3,19,83.64241474789877,85.93815004768383,87.63627455820759,104.83028194466156,83.64241474789877,104.83028194466156,90.51178032461294,9.684941909868014,0.04958713284934218,-0.13578739071956972,0,4,0.10583273405361954,0,0
0,3,2018,6,24,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,6,25,121.0624547236593,84.5485590917646,94.42900237343541,76.6745891999195,76.6745891999195,121.0624547236593,94.17865134719472,19.338497253962252,0.008721176626084159,-0.23900239950812474,0,4,0.20318103881740107,0,0
0,27,2017,9,22,0,0,0,83.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,2,4,38,80.77540700536134,107.04866378828524,99.02779430706917,94.17451414821245,80.77540700536134,107.04866378828524,95.25659481223204,11.017418560733148,-0.1286692521015684,-0.027540473977320862,0,4,0.11445884390804445,1,0
0,102,2017,10,16,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,42,118.72847337036772,141.9058554551917,126.67846383140594,131.19245938439465,118.72847337036772,141.9058554551917,129.62631301034,9.672860671662276,-0.15912134296911373,0.08193883989411893,1,4,0.07404986368172697,1,0
0,2,2018,11,25,0,0,0,67.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,6,47,78.96089393180691,52.383793663799,76.73970656302694,68.74150667428196,52.383793663799,78.96089393180691,69.20647520822871,12.043214816687788,-0.031882496566829316,-0.2790215315448194,0,4,0.17153994387224608,0,0
0,32,2018,9,25,0,0,0,134.78,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,1,39,167.59669248268895,117.54108088560105,116.52955140081862,179.21967169277517,116.52955140081862,179.21967169277517,145.22174911547094,32.89355779686662,-0.0719021026744991,-0.15661648379994683,0,4,0.22495667023440308,0,0
0,23,2017,8,31,0,0,0,92.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,5,3,35,107.41477975760635,115.91463015579664,83.83629405758155,109.90717338826988,83.83629405758155,115.91463015579664,104.26821933981361,14.080732708880143,-0.11766019806889648,-0.09737675113371949,0,4,0.1337605290294357,1,0
0,145,2017,8,29,0,0,0,94.5,0,True,False,False,False,False,False,False,False,False,False,True,False,False,2,3,1,35,106.81067926296836,75.66649452046231,91.02572308297044,110.1453049191106,75.66649452046231,110.1453049191106,95.91205044637792,15.865311981585716,-0.01472234656444303,-0.2489015197399503,0,4,0.16370835111330245,0,0
0,57,2018,10,17,0,0,0,158.4,1,False,False,False,False,True,False,False,False,False,False,False,True,False,3,4,2,42,163.84129656642784,204.25106858092096,152.43598018275404,145.57374950335318,145.57374950335318,204.25106858092096,166.525523708364,26.254611597321524,-0.048794464220357124,-0.08810826498874633,0,4,0.15672006877606745,0,0
0,157,2018,8,25,0,0,0,80.75,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,7,5,34,88.7025879681632,79.5577192542924,72.49052363083402,110.5501003103755,72.49052363083402,110.5501003103755,87.82523279091627,16.539794849459135,-0.08056036478445933,-0.1139387047502688,0,4,0.18620603999307028,0,0
0,18,2018,1,15,0,0,0,89.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,0,3,76.83506633443486,95.30923774913079,85.18150812204723,95.20705332661306,76.83506633443486,95.30923774913079,88.13321638305649,8.904965430021987,0.00983492549705863,-0.1583252835705985,0,4,0.09990625034501446,0,0
0,32,2017,11,20,0,0,0,73.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,0,47,89.54211895905921,87.04976946616505,73.61418303598744,59.88641551818627,59.88641551818627,89.54211895905921,77.52312174484949,13.681453616684756,-0.05834545414381483,-0.2189742760247757,0,4,0.17423471345345684,0,0
0,14,2018,5,18,0,0,0,62.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,4,20,66.34852884811352,56.52594244631705,53.83105864950868,52.26383543723409,52.26383543723409,66.34852884811352,57.24234134529334,6.32081874776028,0.08311432661371826,-0.1862887497887232,0,4,0.1085261787517592,0,0
0,36,2018,6,4,0,0,0,159.3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,1,0,23,133.56701622577174,132.9141795015943,159.16867725856204,158.48195892040926,132.9141795015943,159.16867725856204,146.03295797658436,14.776409103305951,0.09084964248647869,-0.19851772472544368,0,4,0.10049725793899324,0,0
0,130,2018,6,9,0,0,0,159.3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2,5,23,198.03458796410598,193.92736404079895,164.6711834832683,131.2533674669169,131.2533674669169,198.03458796410598,171.9716257387725,30.944064903013416,-0.07368439813449738,-0.21368314637833893,0,4,0.17889676859340023,0,0
0,117,2018,5,5,0,0,0,105.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,18,110.04680900871024,138.12182708666285,91.09985245442995,94.53216520629009,91.09985245442995,138.12182708666285,108.45016343902327,21.42973686852237,-0.029047106423168014,-0.15587453945299481,0,4,0.19579447115637497,0,0
