required_car_parking_space,lead_time,arrival_year,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status_Canceled,booking_status_Not_Canceled,total_guests,total_nights,arrival_date_num,adjusted_price,booking_ratio,price_per_guest,stay_density,arrival_month_sin,arrival_month_cos,meal_plan_category,meal_plan_category_num,market_segment_group,room_economy,room_standard,room_premium,room_category,room_category_num,customer_cluster
0,190,2018,6,0,0,0,90.65,2,1,0,2,4,736853,104.2475,0.0,45.325,0.020942408376963352,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,60,2017,9,0,0,0,65.0,0,0,1,2,2,736593,74.75,0.0,32.5,0.03278688524590164,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,0,2018,9,0,0,0,131.0,0,0,1,1,3,736967,150.64999999999998,0.0,131.0,3.0,-1.0,-1.8369701987210297e-16,Desayuno,0,Business,1,0,0,Económica,0,1
0,42,2018,8,0,0,0,144.9,1,0,1,2,4,736920,166.635,0.0,72.45,0.09302325581395349,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,34,2017,10,0,0,0,82.8,0,0,1,2,2,736615,95.21999999999998,0.0,41.4,0.05714285714285714,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,164,2017,10,0,0,0,100.0,0,1,0,1,2,736604,114.99999999999999,0.0,100.0,0.012121212121212121,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,77,2018,3,0,0,0,97.02,0,1,0,2,7,736779,111.573,0.0,48.51,0.08974358974358974,1.0,6.123233995736766e-17,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,22,2017,11,0,0,0,62.0,0,1,0,1,1,736650,71.3,0.0,62.0,0.043478260869565216,-0.5000000000000004,0.8660254037844384,Desayuno,0,Business,1,0,0,Económica,0,1
0,31,2018,6,0,0,0,100.0,0,0,1,2,2,736847,114.99999999999999,0.0,50.0,0.0625,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,24,2018,8,0,0,0,139.0,1,0,1,2,4,736908,159.85,0.0,69.5,0.16,-0.8660254037844385,-0.5000000000000004,Sin Comida,2,Leisure,1,0,0,Económica,0,1
1,18,2018,1,0,0,0,119.58,2,0,1,3,3,736695,137.517,0.0,39.86,0.15789473684210525,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,164,2018,8,0,0,0,94.5,1,0,1,2,2,736910,108.675,0.0,47.25,0.012121212121212121,-0.8660254037844385,-0.5000000000000004,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,47,2017,10,0,0,0,159.75,2,0,1,3,6,736627,183.71249999999998,0.0,53.25,0.125,-0.8660254037844386,0.5000000000000001,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,256,2018,6,0,0,0,115.0,1,1,0,2,2,736860,132.25,0.0,57.5,0.007782101167315175,1.2246467991473532e-16,-1.0,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,335,2018,10,0,0,0,80.0,0,0,1,1,3,736980,92.0,0.0,80.0,0.008928571428571428,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,161,2018,3,0,0,0,130.0,0,1,0,3,3,736778,149.5,0.0,43.333333333333336,0.018518518518518517,1.0,6.123233995736766e-17,Media Pensión,1,Leisure,1,0,0,Económica,0,0
0,0,2018,7,0,0,0,121.0,2,0,1,2,1,736904,139.14999999999998,0.0,60.5,1.0,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,63,2018,3,0,0,0,80.1,0,1,0,2,2,736781,92.11499999999998,0.0,40.05,0.03125,1.0,6.123233995736766e-17,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,175,2018,9,0,0,0,152.15,1,1,0,2,4,736948,174.9725,0.0,76.075,0.022727272727272728,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,0
0,14,2018,6,0,0,0,121.0,1,0,1,2,1,736853,139.14999999999998,0.0,60.5,0.06666666666666667,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,285,2018,10,0,0,0,100.0,0,1,0,2,4,736970,114.99999999999999,0.0,50.0,0.013986013986013986,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,38,2018,11,0,0,0,77.23,3,0,1,2,4,737000,88.8145,0.0,38.615,0.10256410256410256,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,100,2018,9,0,0,0,140.0,1,0,1,2,4,736965,161.0,0.0,70.0,0.039603960396039604,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,0
0,10,2018,9,0,0,0,156.5,0,1,0,2,4,736940,179.975,0.0,78.25,0.36363636363636365,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,136,2018,8,0,0,0,105.3,1,0,1,2,3,736909,121.09499999999998,0.0,52.65,0.021897810218978103,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,62,2018,9,0,0,0,98.55,2,0,1,2,4,736941,113.33249999999998,0.0,49.275,0.06349206349206349,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,2,2017,10,0,0,0,164.5,2,0,1,2,2,736611,189.17499999999998,0.0,82.25,0.6666666666666666,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,2,2018,12,1,0,1,78.0,1,0,1,2,1,737045,89.69999999999999,0.5,39.0,0.3333333333333333,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,260,2018,9,0,0,0,113.4,0,1,0,2,3,736959,130.41,0.0,56.7,0.011494252873563218,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,2
0,195,2018,8,0,0,0,112.2,2,1,0,2,7,736923,129.03,0.0,56.1,0.03571428571428571,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,59,2018,7,0,0,0,94.5,1,0,1,2,4,736899,108.675,0.0,47.25,0.06666666666666667,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,35,2018,11,0,0,0,96.0,2,0,1,1,3,737013,110.39999999999999,0.0,96.0,0.08333333333333333,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,1,2018,11,0,0,0,111.0,0,0,1,2,1,737017,127.64999999999999,0.0,55.5,0.5,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,121,2018,5,0,0,0,113.05,0,1,0,2,4,736828,130.0075,0.0,56.525,0.03278688524590164,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,74,2017,9,0,0,0,101.5,0,0,1,2,2,736590,116.725,0.0,50.75,0.02666666666666667,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,271,2018,9,0,0,0,101.33,1,1,0,2,3,736958,116.52949999999998,0.0,50.665,0.011029411764705883,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,174,2018,9,0,0,0,95.67,0,0,1,1,3,736959,110.0205,0.0,95.67,0.017142857142857144,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,36,2018,11,0,0,0,91.8,1,1,0,2,4,736999,105.57,0.0,45.9,0.10810810810810811,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,65,2018,9,0,0,0,125.1,2,0,1,2,1,736945,143.86499999999998,0.0,62.55,0.015151515151515152,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,97,2018,10,0,0,0,135.0,0,1,0,3,7,736984,155.25,0.0,45.0,0.07142857142857142,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,155,2018,9,0,0,0,135.9,1,1,0,2,3,736939,156.285,0.0,67.95,0.019230769230769232,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,12,2017,8,0,0,0,65.0,0,0,1,2,3,736546,74.75,0.0,32.5,0.23076923076923078,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Business,1,0,0,Económica,0,1
0,70,2018,4,0,0,0,87.3,0,1,0,2,3,736786,100.395,0.0,43.65,0.04225352112676056,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,42,2018,3,0,0,0,76.05,1,0,1,3,3,736775,87.4575,0.0,25.349999999999998,0.06976744186046512,1.0,6.123233995736766e-17,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,46,2018,10,0,0,0,107.55,2,0,1,2,2,736986,123.68249999999999,0.0,53.775,0.0425531914893617,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,131,2018,7,0,0,0,177.3,0,1,0,4,1,736890,203.895,0.0,44.325,0.007575757575757576,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,0,0,1,Premium,2,0
0,217,2018,9,0,0,0,159.3,1,1,0,3,3,736960,183.195,0.0,53.1,0.013761467889908258,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,1,0,Estándar,1,2
0,52,2017,11,0,0,0,60.0,0,0,1,2,4,736642,69.0,0.0,30.0,0.07547169811320754,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,32,2018,10,0,0,0,85.0,0,0,1,2,4,736991,97.74999999999999,0.0,42.5,0.12121212121212122,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,60,2018,11,0,0,0,93.6,1,0,1,2,3,737016,107.63999999999999,0.0,46.8,0.04918032786885246,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,25,2018,6,0,0,0,104.0,1,0,1,1,2,736846,119.6,0.0,104.0,0.07692307692307693,1.2246467991473532e-16,-1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,14,2017,11,0,0,0,43.5,0,0,1,2,4,736638,50.025,0.0,21.75,0.26666666666666666,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,192,2018,6,0,0,0,95.0,0,0,1,1,2,736869,109.24999999999999,0.0,95.0,0.010362694300518135,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,85,2017,7,0,0,0,76.5,0,1,0,2,5,736534,87.975,0.0,38.25,0.05813953488372093,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,265,2018,6,0,0,0,115.0,1,1,0,2,2,736869,132.25,0.0,57.5,0.007518796992481203,1.2246467991473532e-16,-1.0,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,39,2018,5,0,0,0,140.4,1,0,1,2,3,736831,161.46,0.0,70.2,0.075,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,188,2018,6,0,0,0,130.0,0,1,0,1,2,736860,149.5,0.0,130.0,0.010582010582010581,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,116,2018,7,0,0,0,96.0,1,0,1,2,6,736891,110.39999999999999,0.0,48.0,0.05128205128205128,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,6,2017,9,0,0,0,114.0,1,0,1,1,4,736593,131.1,0.0,114.0,0.5714285714285714,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,2,2018,6,0,0,0,145.67,2,0,1,2,3,736858,167.52049999999997,0.0,72.835,1.0,1.2246467991473532e-16,-1.0,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,30,2018,6,0,0,0,140.0,0,0,1,2,2,736847,161.0,0.0,70.0,0.06451612903225806,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,39,2017,8,0,0,0,109.0,0,0,1,2,2,736555,125.35,0.0,54.5,0.05,-0.8660254037844385,-0.5000000000000004,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,130,2018,9,0,0,0,118.8,1,1,0,2,1,736955,136.61999999999998,0.0,59.4,0.007633587786259542,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,17,2018,10,0,0,0,110.0,2,0,1,2,1,736994,126.49999999999999,0.0,55.0,0.05555555555555555,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,2,2017,8,0,0,0,102.8,1,0,1,2,5,736560,118.21999999999998,0.0,51.4,1.6666666666666667,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,0,2018,3,0,0,0,110.0,1,0,1,2,3,736759,126.49999999999999,0.0,55.0,3.0,1.0,6.123233995736766e-17,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,16,2017,12,0,0,0,92.85,0,0,1,3,4,736667,106.77749999999999,0.0,30.95,0.23529411764705882,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,118,2018,6,0,0,0,110.0,0,0,1,1,2,736851,126.49999999999999,0.0,110.0,0.01680672268907563,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,0,2017,8,0,0,0,99.0,0,0,1,2,1,736552,113.85,0.0,49.5,1.0,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,247,2018,6,0,0,0,111.0,0,1,0,2,2,736851,127.64999999999999,0.0,55.5,0.008064516129032258,1.2246467991473532e-16,-1.0,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,7,2018,11,0,0,0,79.0,0,0,1,1,1,737001,90.85,0.0,79.0,0.125,-0.5000000000000004,0.8660254037844384,Desayuno,0,Business,1,0,0,Económica,0,1
0,143,2018,8,0,0,0,85.5,0,1,0,2,4,736932,98.32499999999999,0.0,42.75,0.027777777777777776,-0.8660254037844385,-0.5000000000000004,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,5,2018,12,0,0,0,84.8,0,0,1,2,1,737056,97.52,0.0,42.4,0.16666666666666666,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,31,2018,9,0,0,0,87.3,1,0,1,2,1,736943,100.395,0.0,43.65,0.03125,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,247,2018,6,0,0,0,115.0,1,1,0,2,2,736851,132.25,0.0,57.5,0.008064516129032258,1.2246467991473532e-16,-1.0,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,109,2018,11,0,0,0,97.75,2,0,1,2,5,737019,112.4125,0.0,48.875,0.045454545454545456,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,185,2018,12,0,0,0,103.5,0,0,1,2,3,737044,119.02499999999999,0.0,51.75,0.016129032258064516,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,98,2017,12,0,0,0,59.5,1,0,1,2,3,736692,68.425,0.0,29.75,0.030303030303030304,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,2,2017,9,0,0,0,77.0,0,0,1,1,3,736593,88.55,0.0,77.0,1.0,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,20,2018,12,0,0,0,67.0,0,0,1,1,2,737032,77.05,0.0,67.0,0.09523809523809523,-2.4492935982947064e-16,1.0,Desayuno,0,Business,1,0,0,Económica,0,1
0,40,2017,10,0,0,0,75.0,0,0,1,2,3,736630,86.25,0.0,37.5,0.07317073170731707,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,94,2017,12,0,0,0,72.25,3,0,1,2,3,736667,83.08749999999999,0.0,36.125,0.031578947368421054,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,210,2017,10,0,0,0,72.75,0,0,1,2,4,736610,83.6625,0.0,36.375,0.018957345971563982,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,7,2018,7,0,0,0,154.0,1,0,1,1,1,736886,177.1,0.0,154.0,0.125,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,128,2018,8,0,0,0,122.4,0,1,0,2,5,736923,140.76,0.0,61.2,0.03875968992248062,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,263,2018,10,0,0,0,110.0,0,1,0,2,2,736988,126.49999999999999,0.0,55.0,0.007575757575757576,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,44,2018,2,0,0,0,75.0,0,0,1,2,3,736742,86.25,0.0,37.5,0.06666666666666667,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,29,2017,11,0,0,0,63.0,0,0,1,2,3,736639,72.44999999999999,0.0,31.5,0.1,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,17,2018,6,0,0,0,101.0,1,0,1,2,1,736858,116.14999999999999,0.0,50.5,0.05555555555555555,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,99,2018,2,0,0,0,81.0,0,0,1,1,1,736744,93.14999999999999,0.0,81.0,0.01,0.8660254037844386,0.5000000000000001,Desayuno,0,Business,1,0,0,Económica,0,0
0,291,2018,8,0,0,0,115.0,0,1,0,2,2,736925,132.25,0.0,57.5,0.00684931506849315,-0.8660254037844385,-0.5000000000000004,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,8,2018,4,0,0,0,146.0,0,0,1,2,3,736805,167.89999999999998,0.0,73.0,0.3333333333333333,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,181,2018,5,0,0,0,118.0,2,1,0,2,3,736837,135.7,0.0,59.0,0.016483516483516484,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,20,2018,5,0,0,0,121.25,1,0,1,2,6,736843,139.4375,0.0,60.625,0.2857142857142857,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,0,2017,8,0,0,0,124.0,0,0,1,2,2,736552,142.6,0.0,62.0,2.0,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,55,2018,1,0,0,0,84.45,1,0,1,2,4,736723,97.11749999999999,0.0,42.225,0.07142857142857142,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,58,2018,10,0,0,0,95.48,1,0,1,2,4,736985,109.80199999999999,0.0,47.74,0.06779661016949153,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,90,2017,12,0,0,0,72.25,1,0,1,2,4,736667,83.08749999999999,0.0,36.125,0.04395604395604396,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,70,2018,1,0,0,0,40.67,0,0,1,2,3,736709,46.7705,0.0,20.335,0.04225352112676056,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,104,2018,7,0,0,0,94.5,0,1,0,2,1,736891,108.675,0.0,47.25,0.009523809523809525,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,6,2017,10,0,0,0,130.0,0,0,1,1,1,736631,149.5,0.0,130.0,0.14285714285714285,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,72,2018,2,0,0,0,60.0,0,0,1,2,4,736738,69.0,0.0,30.0,0.0547945205479452,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,28,2018,5,0,0,0,149.15,0,1,0,3,4,736836,171.52249999999998,0.0,49.71666666666667,0.13793103448275862,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,132,2018,7,0,0,0,105.83,0,1,0,2,4,736880,121.70449999999998,0.0,52.915,0.03007518796992481,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,51,2018,10,0,0,0,64.45,1,0,1,1,1,736994,74.11749999999999,0.0,64.45,0.019230769230769232,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,13,2018,7,0,0,0,137.0,0,1,0,2,1,736883,157.54999999999998,0.0,68.5,0.07142857142857142,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,245,2018,6,0,0,0,75.0,0,1,0,2,2,736862,86.25,0.0,37.5,0.008130081300813009,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,141,2018,7,0,0,0,96.3,1,0,1,2,2,736876,110.74499999999999,0.0,48.15,0.014084507042253521,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,132,2018,10,0,0,0,113.4,1,1,0,1,5,736975,130.41,0.0,113.4,0.03759398496240601,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,1,2017,9,0,0,0,91.2,0,0,1,2,3,736592,104.88,0.0,45.6,1.5,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,194,2018,8,0,0,0,111.11,2,1,0,3,7,736930,127.77649999999998,0.0,37.03666666666667,0.035897435897435895,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,53,2018,6,0,0,0,134.4,1,1,0,2,3,736854,154.56,0.0,67.2,0.05555555555555555,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,40,2018,10,0,0,0,85.5,0,0,1,2,3,736977,98.32499999999999,0.0,42.75,0.07317073170731707,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,0,2018,12,0,0,0,80.0,0,0,1,2,1,737051,92.0,0.0,40.0,1.0,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,260,2018,9,0,0,0,113.4,0,1,0,2,3,736959,130.41,0.0,56.7,0.011494252873563218,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,2
1,203,2018,8,0,0,0,105.3,1,1,0,2,3,736916,121.09499999999998,0.0,52.65,0.014705882352941176,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,322,2018,5,0,0,0,80.0,0,1,0,2,4,736833,92.0,0.0,40.0,0.01238390092879257,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,8,2018,5,0,0,0,119.0,0,0,1,2,1,736839,136.85,0.0,59.5,0.1111111111111111,0.49999999999999994,-0.8660254037844387,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,5,2018,9,0,0,0,110.0,0,1,0,1,1,736949,126.49999999999999,0.0,110.0,0.16666666666666666,-1.0,-1.8369701987210297e-16,Desayuno,0,Business,0,1,0,Estándar,1,1
0,3,2017,8,0,0,0,153.0,0,0,1,4,1,736552,175.95,0.0,38.25,0.25,-0.8660254037844385,-0.5000000000000004,Sin Comida,2,Leisure,0,0,1,Premium,2,1
0,40,2018,5,0,0,0,126.9,1,0,1,2,4,736827,145.935,0.0,63.45,0.0975609756097561,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,0,2018,2,1,2,3,65.0,0,0,1,1,1,736741,74.75,0.5,65.0,1.0,0.8660254037844386,0.5000000000000001,Desayuno,0,Business,1,0,0,Económica,0,1
0,273,2018,5,0,0,0,95.0,0,1,0,2,3,736827,109.24999999999999,0.0,47.5,0.010948905109489052,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,71,2017,7,0,0,0,51.96,0,0,1,1,1,736521,59.754,0.0,51.96,0.013888888888888888,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,8,2017,10,0,0,0,109.25,0,0,1,2,4,736630,125.63749999999999,0.0,54.625,0.4444444444444444,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,26,2018,11,0,0,0,57.59,1,0,1,2,4,737015,66.2285,0.0,28.795,0.14814814814814814,-0.5000000000000004,0.8660254037844384,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,177,2018,6,0,0,0,100.0,0,1,0,2,2,736848,114.99999999999999,0.0,50.0,0.011235955056179775,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,418,2018,9,0,0,0,75.0,0,1,0,2,3,736963,86.25,0.0,37.5,0.007159904534606206,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,68,2018,4,0,0,0,133.2,2,0,1,3,2,736808,153.17999999999998,0.0,44.4,0.028985507246376812,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,1,2018,1,0,0,0,71.7,0,0,1,1,2,736721,82.455,0.0,71.7,1.0,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,39,2018,2,0,0,0,67.5,1,0,1,2,3,736738,77.625,0.0,33.75,0.075,0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,77,2018,12,0,0,0,79.2,2,0,1,2,2,737034,91.08,0.0,39.6,0.02564102564102564,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,53,2018,3,0,0,0,65.75,0,0,1,2,5,736759,75.6125,0.0,32.875,0.09259259259259259,1.0,6.123233995736766e-17,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,257,2017,7,0,0,0,101.5,0,1,0,2,2,736511,116.725,0.0,50.75,0.007751937984496124,-0.4999999999999997,-0.8660254037844388,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,22,2018,11,0,0,0,79.2,0,0,1,2,3,737023,91.08,0.0,39.6,0.13043478260869565,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,32,2018,3,0,0,0,105.4,2,0,1,2,2,736757,121.21,0.0,52.7,0.06060606060606061,1.0,6.123233995736766e-17,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,188,2018,6,0,0,0,130.0,0,1,0,1,2,736860,149.5,0.0,130.0,0.010582010582010581,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,1,2018,4,0,0,0,101.0,1,0,1,2,1,736792,116.14999999999999,0.0,50.5,0.5,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
