lead_time,arrival_year,arrival_month,arrival_date,arrival_week_number,arrival_day_of_week,stays_in_weekend_nights,stays_in_week_nights,total_guests,total_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,room_type_value,meal_plan_value,market_segment_value,distribution_channel_value,customer_type_value,deposit_type_value,booking_status_Not_Canceled,avg_price_per_room
90,2015,7,7,28,2,5,15,1.0,20,1,0.0,0,0,0,0,0,0,0,0,1,3,2.0,2,0,0,0,48.6
90,2015,7,7,28,3,5,15,1.0,20,1,0.0,0,0,0,0,0,0,0,0,1,3,2.0,2,0,0,0,48.6
117,2015,7,7,28,5,5,15,1.0,20,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,48.6
6,2015,7,8,28,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
105,2015,7,8,28,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
51,2015,7,8,28,4,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,67.5
97,2015,7,8,28,5,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,0,76.5
72,2015,7,8,28,3,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,76.5
72,2015,7,8,28,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
61,2015,7,8,28,3,2,8,2.0,10,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,68.85
63,2015,7,8,28,6,2,8,2.0,10,2,0.0,0,0,0,0,0,0,0,0,1,3,2.0,2,0,0,0,68.85
24,2015,7,9,28,6,0,2,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,100.0
89,2015,7,9,28,6,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
92,2015,7,9,28,4,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,58.9
84,2015,7,10,28,3,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,0,0,0,63.75
65,2015,7,10,28,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,68.85
85,2015,7,10,28,4,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,76.5
115,2015,7,10,28,2,2,3,1.0,5,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,0,68.0
67,2015,7,10,28,3,2,3,4.0,5,2,2.0,0,0,0,0,1,0,0,0,1,0,3.0,2,0,0,1,106.25
87,2015,7,10,28,5,3,7,2.0,10,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,58.9
87,2015,7,10,28,1,3,7,2.0,10,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,58.9
71,2015,7,11,28,3,0,1,1.0,1,1,0.0,0,0,0,0,1,0,0,0,1,3,2.0,2,0,0,1,51.96
3,2015,7,11,28,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,75.0
71,2015,7,11,28,6,0,1,1.0,1,1,0.0,0,0,0,0,1,0,0,0,1,3,2.0,2,0,0,1,51.96
3,2015,7,11,28,6,0,1,3.0,1,3,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,104.0
109,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
65,2015,7,11,28,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
114,2015,7,11,28,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
3,2015,7,11,28,0,2,1,3.0,3,3,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,138.5
61,2015,7,11,28,6,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,55.96
96,2015,7,11,28,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
3,2015,7,11,28,3,2,1,1.0,3,1,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,72.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
3,2015,7,11,28,1,2,1,1.0,3,1,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,72.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
96,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
61,2015,7,11,28,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,55.96
3,2015,7,11,28,1,2,1,1.0,3,1,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,72.5
66,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,58.9
96,2015,7,11,28,6,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,6,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
114,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
96,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
3,2015,7,11,28,4,2,1,3.0,3,3,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,138.5
96,2015,7,11,28,6,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
96,2015,7,11,28,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
96,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
69,2015,7,12,29,4,2,0,2.0,2,2,0.0,0,0,0,0,1,0,0,1,1,0,2.0,2,0,0,0,76.5
59,2015,7,12,29,5,2,4,2.0,6,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
96,2015,7,13,29,0,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,63.75
60,2015,7,13,29,5,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,76.5
122,2015,7,13,29,3,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,1,0,0,76.5
60,2015,7,13,29,0,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,91.33
60,2015,7,13,29,4,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,76.5
60,2015,7,13,29,5,1,0,3.0,1,2,1.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,91.33
122,2015,7,13,29,3,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,1,0,0,76.5
60,2015,7,13,29,5,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,91.33
123,2015,7,13,29,2,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
60,2015,7,13,29,1,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,67.15
73,2015,7,13,29,5,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
77,2015,7,13,29,2,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
123,2015,7,13,29,1,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
94,2015,7,14,29,1,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
120,2015,7,14,29,4,0,5,2.0,5,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
94,2015,7,14,29,6,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,55.96
79,2015,7,15,29,3,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,85.5
92,2015,7,15,29,6,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,2,4,0,2.0,2,0,0,0,89.25
92,2015,7,15,29,3,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,0,0,0,89.25
125,2015,7,15,29,0,2,4,2.0,6,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
62,2015,7,15,29,2,2,7,1.0,9,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,68.0
109,2015,7,15,29,4,2,7,1.0,9,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,68.0
109,2015,7,16,29,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
109,2015,7,16,29,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
80,2015,7,16,29,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
122,2015,7,16,29,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,85.5
82,2015,7,16,29,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
82,2015,7,16,29,6,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
107,2015,7,17,29,6,0,2,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,52.36
18,2015,7,18,29,5,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,57.5
18,2015,7,18,29,0,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,57.5
18,2015,7,18,29,6,1,1,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,108.75
18,2015,7,18,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,4,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,4,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,3,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,4,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,3,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,57.5
18,2015,7,18,29,6,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,3,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,4,1,1,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,108.75
18,2015,7,18,29,2,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,6,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,6,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,1,1,1,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,108.75
18,2015,7,18,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,75.0
18,2015,7,18,29,5,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,57.5
103,2015,7,18,29,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,5,2,1,1.0,3,1,0.0,0,0,0,0,1,0,0,0,1,1,3.0,2,1,0,1,72.5
103,2015,7,18,29,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
103,2015,7,18,29,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
103,2015,7,18,29,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
103,2015,7,18,29,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,1,94.5
103,2015,7,18,29,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,5,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,5,2,1,3.0,3,3,0.0,0,0,0,0,1,0,0,0,1,1,3.0,2,1,0,1,138.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
103,2015,7,18,29,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,1,0,0,94.5
12,2015,7,18,29,5,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,5,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
88,2015,7,18,29,2,2,2,1.0,4,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,68.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,2,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,3,2,2,1.0,4,1,0.0,0,0,0,0,1,0,0,0,1,0,4.0,2,1,0,1,60.0
12,2015,7,18,29,2,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,2,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,1,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,2,2,2,3.0,4,3,0.0,0,0,0,0,1,0,0,0,1,0,4.0,2,1,0,1,84.0
12,2015,7,18,29,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,2,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,2,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,1,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
12,2015,7,18,29,3,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
12,2015,7,18,29,4,2,3,2.0,5,2,0.0,0,0,0,0,1,0,0,0,1,0,4.0,2,0,0,1,62.0
118,2015,7,19,30,4,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,85.5
82,2015,7,19,30,6,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,1,2,0,2.0,2,1,0,0,76.5
82,2015,7,19,30,0,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,1,2,0,2.0,2,1,0,0,76.5
96,2015,7,19,30,5,3,5,1.0,8,1,0.0,0,0,0,0,1,0,0,0,1,0,2.0,2,0,0,0,80.7
108,2015,7,19,30,1,4,7,2.0,11,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,76.5
119,2015,7,20,30,2,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,1,0,0,68.0
119,2015,7,20,30,5,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,1,0,0,76.5
90,2015,7,20,30,2,1,1,2.0,2,2,0.0,0,0,0,0,1,0,0,0,1,3,2.0,2,0,0,1,46.66
62,2015,7,20,30,5,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,0,0,1,104.0
67,2015,7,20,30,3,3,8,2.0,11,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,76.5
106,2015,7,21,30,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,3,2.0,2,0,0,0,55.08
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,3,0,2,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,84.0
22,2015,7,22,30,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
22,2015,7,22,30,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
20,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
22,2015,7,22,30,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
22,2015,7,22,30,2,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
20,2015,7,22,30,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
22,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
20,2015,7,22,30,2,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,1,0,2,3.0,2,3,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,84.0
20,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
22,2015,7,22,30,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
22,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
20,2015,7,22,30,3,0,2,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,60.0
22,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
22,2015,7,22,30,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
22,2015,7,22,30,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,1,0,62.0
20,2015,7,22,30,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,7,0,0,0,1,0,4.0,2,0,0,1,62.0
20,2015,7,22,30,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,4,0,2,2.0,2,2,0.0,0,0,0,0,1,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,1,62.0
20,2015,7,22,30,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,4.0,2,1,0,0,62.0
20,2015,7,22,30,1,0,2,3.0,2,3,0.0,0,0,0,0,1,0,0,0,1,0,4.0,2,1,0,1,84.0
99,2015,7,22,30,3,0,3,2.0,3,2,0.0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,68.5
